state,district,year_month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
Orissa,Sundargarh,2025-10,29.0,4.0,0.0,1.0,116.0,17.0,98.0
Punjab,Pathankot,2025-10,154.0,12.0,0.0,112.0,1233.0,1166.0,733.0
Punjab,Rupnagar,2025-10,159.0,16.0,3.0,90.0,1464.0,822.0,1485.0
Rajasthan,Pratapgarh,2025-10,284.0,141.0,0.0,162.0,2272.0,558.0,952.0
Tamil Nadu,Cuddalore,2025-10,1264.0,206.0,0.0,1485.0,7404.0,4788.0,8080.0
Karnataka,Tumkur,2025-10,629.0,37.0,0.0,374.0,3253.0,1529.0,3496.0
Karnataka,Udupi,2025-10,708.0,60.0,13.0,596.0,3245.0,1464.0,1163.0
Kerala,Kollam,2025-10,864.0,248.0,60.0,892.0,8388.0,2789.0,4467.0
Kerala,Kottayam,2025-10,607.0,200.0,12.0,531.0,5463.0,1687.0,3213.0
Andhra Pradesh,Nellore,2025-10,884.0,174.0,0.0,1122.0,7225.0,9921.0,5115.0
Andhra Pradesh,Prakasam,2025-10,1290.0,217.0,2.0,2312.0,11395.0,10066.0,7699.0
Assam,Hailakandi,2025-10,562.0,176.0,116.0,335.0,3019.0,742.0,1513.0
Assam,Hojai,2025-10,539.0,196.0,1.0,196.0,2536.0,1503.0,2652.0
Bihar,Purnea,2025-10,33.0,13.0,0.0,4.0,471.0,47.0,300.0
Chandigarh,Chandigarh,2025-10,429.0,44.0,0.0,348.0,3424.0,1539.0,1130.0
Chhattisgarh,Bastar,2025-10,595.0,309.0,1.0,555.0,6911.0,1819.0,3978.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,51.0,15.0,0.0,32.0,608.0,3.0,13.0
Chhattisgarh,Mungeli,2025-10,590.0,95.0,0.0,261.0,4045.0,1683.0,3760.0
Chhattisgarh,Sukma,2025-10,120.0,79.0,0.0,122.0,1277.0,719.0,887.0
Delhi,South Delhi,2025-10,1599.0,382.0,32.0,690.0,8440.0,3641.0,4771.0
West Bengal,Jalpaiguri,2025-10,849.0,720.0,22.0,917.0,31037.0,1515.0,2830.0
West Bengal,Maldah,2025-10,305.0,111.0,0.0,70.0,3897.0,227.0,1202.0
West Bengal,Paschim Medinipur,2025-10,3354.0,787.0,1.0,1707.0,32354.0,4993.0,7093.0
Andaman and Nicobar Islands,South Andaman,2025-10,26.0,3.0,0.0,55.0,304.0,542.0,190.0
Arunachal Pradesh,East Kameng,2025-10,18.0,21.0,0.0,53.0,190.0,280.0,154.0
Delhi,North Delhi,2025-10,373.0,112.0,3.0,253.0,2310.0,1007.0,1461.0
Gujarat,Anand,2025-10,555.0,65.0,82.0,339.0,2670.0,975.0,1529.0
Gujarat,Kheda,2025-10,604.0,97.0,79.0,411.0,3172.0,1034.0,2120.0
Haryana,Faridabad,2025-10,1018.0,216.0,7.0,793.0,6845.0,4333.0,3252.0
Haryana,Rohtak,2025-10,580.0,28.0,1.0,247.0,1551.0,1661.0,2988.0
Himachal Pradesh,Kullu,2025-10,215.0,14.0,18.0,144.0,1053.0,1539.0,402.0
Himachal Pradesh,Lahul & Spiti,2025-10,6.0,1.0,0.0,0.0,55.0,20.0,93.0
Karnataka,Bangalore Rural,2025-10,413.0,52.0,31.0,379.0,3078.0,1119.0,1358.0
Nagaland,Peren,2025-10,23.0,52.0,12.0,186.0,198.0,314.0,172.0
Assam,Marigaon,2025-03,117.0,184.0,245.0,1006.0,7948.0,2305.0,1218.0
Uttar Pradesh,Unnao,2025-03,34.0,136.0,33.0,1779.0,33548.0,12044.0,5765.0
Maharashtra,Parbhani,2025-03,17.0,14.0,37.0,723.0,13719.0,9812.0,10952.0
Uttar Pradesh,Lucknow,2025-03,23.0,102.0,17.0,3206.0,35781.0,13425.0,10231.0
Bihar,Muzaffarpur,2025-03,24.0,40.0,10.0,4456.0,42818.0,13651.0,18161.0
Punjab,Amritsar,2025-03,14.0,15.0,20.0,868.0,13927.0,7560.0,16513.0
Delhi,South West Delhi,2025-04,558.0,209.0,58.0,4873.0,32293.0,13859.0,13828.0
Madhya Pradesh,Satna,2025-04,368.0,55.0,14.0,1098.0,6018.0,14637.0,7737.0
Uttar Pradesh,Bulandshahr,2025-04,612.0,527.0,49.0,1630.0,12498.0,18815.0,5197.0
Delhi,East Delhi,2025-04,676.0,221.0,15.0,6792.0,32844.0,12509.0,14044.0
Chhattisgarh,Raipur,2025-04,299.0,12.0,11.0,933.0,9415.0,3770.0,15413.0
Rajasthan,Sikar,2025-04,251.0,62.0,22.0,540.0,5050.0,6351.0,10971.0
Punjab,Patiala,2025-05,456.0,125.0,23.0,1448.0,7978.0,7008.0,8087.0
Maharashtra,Nandurbar,2025-05,251.0,134.0,21.0,166.0,2606.0,6834.0,17456.0
Madhya Pradesh,Vidisha,2025-05,209.0,43.0,15.0,628.0,2920.0,8890.0,6068.0
Haryana,Hisar,2025-06,350.0,46.0,10.0,392.0,3728.0,3731.0,7461.0
Telangana,Hyderabad,2025-06,690.0,479.0,49.0,2931.0,18094.0,12414.0,11846.0
West Bengal,Birbhum,2025-06,139.0,65.0,17.0,242.0,2874.0,6067.0,6896.0
Delhi,North West Delhi,2025-06,588.0,184.0,26.0,1839.0,13650.0,12740.0,22377.0
Madhya Pradesh,Balaghat,2025-07,288.0,40.0,10.0,1087.0,5213.0,6990.0,8213.0
Punjab,Gurdaspur,2025-07,549.0,99.0,10.0,1969.0,13995.0,9071.0,13493.0
Uttar Pradesh,Pilibhit,2025-07,1622.0,1108.0,36.0,1496.0,15942.0,12716.0,5683.0
Madhya Pradesh,Jabalpur,2025-07,361.0,87.0,14.0,1453.0,8464.0,13814.0,11994.0
Haryana,Gurgaon,2025-09,1395.0,311.0,53.0,1162.0,8304.0,3161.0,2586.0
Himachal Pradesh,Bilaspur,2025-09,254.0,3.0,0.0,212.0,1518.0,611.0,1079.0
Jharkhand,Giridih,2025-09,2033.0,1714.0,21.0,1759.0,12127.0,4224.0,4115.0
Jharkhand,Palamu,2025-09,1933.0,642.0,18.0,1637.0,12529.0,4082.0,3616.0
Karnataka,Chikkaballapur,2025-09,903.0,94.0,5.0,380.0,3838.0,1439.0,1902.0
Karnataka,Dakshina Kannada,2025-09,1658.0,119.0,5.0,882.0,6922.0,2804.0,3512.0
Kerala,Kozhikode,2025-09,1208.0,606.0,11.0,1649.0,11305.0,4724.0,7648.0
Kerala,Palakkad,2025-09,1208.0,433.0,3.0,852.0,7041.0,4563.0,7013.0
Madhya Pradesh,Alirajpur,2025-09,481.0,729.0,15.0,444.0,4039.0,3421.0,3124.0
Andhra Pradesh,Visakhapatnam,2025-09,2358.0,185.0,8.0,1834.0,15181.0,9267.0,9802.0
Assam,Goalpara,2025-09,1671.0,448.0,29.0,718.0,6764.0,1668.0,823.0
Assam,Kamrup,2025-09,1802.0,686.0,12.0,847.0,8116.0,3981.0,1046.0
Assam,Kamrup Metro,2025-09,597.0,602.0,5.0,468.0,4178.0,1648.0,1195.0
Assam,Karbi Anglong,2025-09,814.0,537.0,240.0,551.0,9055.0,1849.0,1335.0
Chhattisgarh,Kanker,2025-09,464.0,102.0,0.0,276.0,2955.0,791.0,2668.0
Chhattisgarh,Korba,2025-09,1088.0,159.0,3.0,501.0,6418.0,3907.0,5545.0
Delhi,Central Delhi,2025-09,494.0,195.0,36.0,534.0,3325.0,2025.0,2294.0
Gujarat,Chhotaudepur,2025-09,278.0,128.0,18.0,346.0,1632.0,1568.0,1495.0
Gujarat,Gandhinagar,2025-09,941.0,184.0,46.0,673.0,6238.0,2555.0,3614.0
Gujarat,Rajkot,2025-09,2225.0,651.0,50.0,821.0,12975.0,5701.0,7224.0
Andaman and Nicobar Islands,Nicobar,2025-09,41.0,6.0,0.0,2.0,149.0,93.0,155.0
Andhra Pradesh,Karimnagar,2025-09,225.0,50.0,0.0,131.0,1985.0,392.0,2746.0
Andhra Pradesh,Nandyal,2025-09,221.0,6.0,3.0,217.0,1555.0,220.0,388.0
West Bengal,Purba Bardhaman,2025-09,932.0,123.0,22.0,377.0,3619.0,654.0,661.0
Andhra Pradesh,Mahabubnagar,2025-09,3.0,0.0,0.0,0.0,11.0,11.0,31.0
Assam,West Karbi Anglong,2025-09,36.0,57.0,86.0,13.0,242.0,163.0,527.0
Bihar,Lakhisarai,2025-09,523.0,622.0,6.0,805.0,12276.0,1661.0,2152.0
Telangana,Adilabad,2025-09,1022.0,189.0,0.0,684.0,6817.0,3835.0,4208.0
Telangana,Mulugu,2025-09,261.0,88.0,0.0,143.0,2106.0,178.0,429.0
Telangana,Warangal Rural,2025-09,216.0,19.0,0.0,152.0,4602.0,588.0,527.0
Uttar Pradesh,Fatehpur,2025-09,1641.0,1516.0,13.0,3438.0,16613.0,8728.0,3643.0
Uttar Pradesh,Gonda,2025-09,2144.0,2479.0,66.0,3606.0,16760.0,10528.0,4485.0
Uttar Pradesh,Hapur,2025-09,904.0,553.0,5.0,742.0,5269.0,4454.0,1548.0
Uttar Pradesh,Mainpuri,2025-09,1193.0,1907.0,17.0,2222.0,10719.0,7862.0,2368.0
Uttar Pradesh,Prayagraj,2025-09,326.0,249.0,8.0,557.0,3114.0,1170.0,702.0
Uttarakhand,Bageshwar,2025-09,219.0,22.0,0.0,251.0,892.0,725.0,778.0
Madhya Pradesh,Guna,2025-09,2653.0,878.0,4.0,631.0,4923.0,5534.0,6156.0
Madhya Pradesh,Hoshangabad,2025-09,2154.0,329.0,0.0,459.0,2046.0,4050.0,6369.0
Madhya Pradesh,Niwari,2025-09,29.0,5.0,0.0,15.0,229.0,45.0,81.0
Maharashtra,Latur,2025-09,1719.0,695.0,30.0,900.0,6906.0,12159.0,10367.0
Odisha,Balangir,2025-09,1767.0,381.0,1.0,699.0,5342.0,4075.0,3744.0
Orissa,Gajapati,2025-09,3.0,0.0,0.0,0.0,21.0,1.0,19.0
Orissa,Ganjam,2025-09,109.0,22.0,0.0,59.0,972.0,140.0,559.0
Karnataka,yadgir,2025-09,214.0,48.0,0.0,52.0,449.0,94.0,418.0
Nagaland,Meluri,2025-09,1.0,2.0,1.0,0.0,28.0,15.0,107.0
Rajasthan,Jhalawar,2025-09,2269.0,762.0,7.0,908.0,7892.0,15652.0,3414.0
Rajasthan,Kota,2025-09,2012.0,756.0,37.0,902.0,8009.0,10120.0,3940.0
Rajasthan,Sirohi,2025-09,1471.0,1084.0,7.0,664.0,4159.0,9236.0,2675.0
Tamil Nadu,Karur,2025-09,1309.0,248.0,1.0,711.0,4054.0,1846.0,3444.0
Tamil Nadu,Ramanathapuram,2025-09,1095.0,163.0,0.0,878.0,5632.0,2238.0,4131.0
Maharashtra,Beed,2025-04,379.0,52.0,19.0,464.0,4882.0,8445.0,18130.0
Tamil Nadu,Thanjavur,2025-04,35.0,10.0,11.0,120.0,1148.0,6846.0,11788.0
Uttarakhand,Nainital,2025-04,488.0,66.0,48.0,1182.0,6332.0,3441.0,3584.0
Uttar Pradesh,Kanpur Nagar,2025-04,1405.0,1363.0,222.0,366.0,4562.0,12059.0,11042.0
Uttar Pradesh,Shamli,2025-04,374.0,151.0,12.0,644.0,5240.0,11142.0,4003.0
Gujarat,Surat,2025-05,1396.0,542.0,48.0,6338.0,53072.0,20703.0,21712.0
Jammu and Kashmir,Baramula,2025-05,136.0,39.0,12.0,419.0,2365.0,2233.0,3890.0
Gujarat,Banaskantha,2025-05,1146.0,724.0,178.0,931.0,4927.0,7142.0,8480.0
Rajasthan,Jodhpur,2025-06,520.0,204.0,27.0,446.0,4754.0,10679.0,12111.0
Rajasthan,Bharatpur,2025-07,1219.0,758.0,21.0,1431.0,9514.0,17363.0,10760.0
Madhya Pradesh,Khandwa,2025-07,586.0,233.0,12.0,718.0,2184.0,6500.0,4021.0
Arunachal Pradesh,Lower Siang,2025-11,4.0,7.0,3.0,14.0,43.0,182.0,7.0
Bihar,Purnea,2025-11,49.0,25.0,0.0,30.0,581.0,63.0,432.0
Manipur,Chandel,2025-12,34.0,74.0,0.0,169.0,739.0,356.0,267.0
Meghalaya,West Khasi Hills,2025-12,19.0,75.0,84.0,170.0,716.0,221.0,141.0
Sikkim,West Sikkim,2025-12,8.0,2.0,5.0,24.0,264.0,78.0,35.0
Arunachal Pradesh,East Siang,2025-12,7.0,9.0,0.0,70.0,437.0,493.0,95.0
Arunachal Pradesh,Kra Daadi,2025-12,1.0,8.0,0.0,19.0,79.0,67.0,19.0
Arunachal Pradesh,East Kameng,2025-11,14.0,16.0,14.0,44.0,167.0,564.0,117.0
Himachal Pradesh,Lahul & Spiti,2025-11,15.0,0.0,0.0,1.0,73.0,24.0,117.0
Sikkim,North Sikkim,2025-11,16.0,4.0,0.0,19.0,127.0,110.0,35.0
West  Bengal,Hooghly,2025-12,0.0,1.0,0.0,1.0,21.0,1.0,1.0
Telangana,Bhadradri Kothagudem,2025-10,549.0,187.0,13.0,1348.0,4959.0,2376.0,1359.0
Karnataka,Chitradurga,2025-10,804.0,74.0,15.0,538.0,3874.0,1949.0,2222.0
Uttarakhand,Tehri Garhwal,2025-10,460.0,60.0,5.0,175.0,1817.0,1537.0,1788.0
West Bengal,Darjiling,2025-10,131.0,25.0,0.0,7.0,953.0,18.0,96.0
Madhya Pradesh,Pandhurna,2025-10,9.0,1.0,23.0,3.0,98.0,10.0,37.0
Maharashtra,Gadchiroli,2025-10,267.0,30.0,1.0,222.0,10115.0,3138.0,17459.0
Maharashtra,Mumbai City,2025-10,479.0,69.0,24.0,432.0,4180.0,2289.0,960.0
Maharashtra,Nagpur,2025-10,1458.0,213.0,12.0,1314.0,18575.0,7656.0,19324.0
Maharashtra,Nanded,2025-10,1197.0,256.0,47.0,969.0,42909.0,5767.0,22534.0
Maharashtra,Raigarh(MH),2025-10,15.0,0.0,0.0,3.0,217.0,3.0,105.0
Sikkim,North Sikkim,2025-10,12.0,8.0,0.0,20.0,43.0,181.0,15.0
Arunachal Pradesh,Lower Subansiri,2025-12,7.0,4.0,0.0,27.0,178.0,110.0,44.0
Assam,Bajali,2025-10,4.0,0.0,0.0,3.0,82.0,0.0,3.0
Mizoram,Lawngtlai,2025-10,66.0,17.0,12.0,49.0,272.0,173.0,173.0
Arunachal Pradesh,Lower Siang,2025-10,0.0,4.0,0.0,7.0,26.0,87.0,9.0
Uttar Pradesh,Bagpat,2025-11,0.0,1.0,0.0,0.0,2.0,0.0,1.0
West bengal,hooghly,2025-11,3.0,0.0,0.0,0.0,11.0,0.0,4.0
West Bengal,NADIA,2025-10,1.0,0.0,0.0,0.0,2.0,0.0,1.0
West Bangal,Hooghly,2025-10,2.0,0.0,0.0,0.0,13.0,1.0,7.0
Telangana,Jangaon,2025-09,19.0,7.0,0.0,16.0,177.0,11.0,91.0
Andaman & Nicobar Islands,Andamans,2025-09,23.0,4.0,0.0,3.0,159.0,76.0,241.0
Arunachal Pradesh,Upper Siang,2025-09,10.0,5.0,0.0,49.0,533.0,65.0,53.0
Uttar Pradesh,Hamirpur,2025-09,777.0,584.0,10.0,1248.0,7815.0,5097.0,1379.0
Nagaland,Noklak,2025-09,4.0,18.0,5.0,13.0,65.0,21.0,38.0
Meghalaya,North Garo Hills,2025-09,107.0,332.0,37.0,56.0,956.0,86.0,44.0
Daman and Diu,Diu,2025-09,11.0,0.0,0.0,14.0,106.0,120.0,60.0
Nagaland,Niuland,2025-09,5.0,10.0,1.0,5.0,35.0,12.0,9.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-09,1.0,0.0,0.0,2.0,11.0,0.0,6.0
Jammu and Kashmir,Shupiyan,2025-09,141.0,33.0,1.0,138.0,473.0,1088.0,383.0
Orissa,Subarnapur,2025-09,2.0,0.0,0.0,0.0,21.0,5.0,7.0
Himachal Pradesh,Lahul and Spiti,2025-09,10.0,1.0,0.0,7.0,25.0,52.0,28.0
West Bengal,East Midnapur,2025-09,1.0,0.0,0.0,0.0,5.0,0.0,2.0
West Bengal,Malda,2025-04,306.0,80.0,10.0,264.0,2419.0,3440.0,5957.0
Maharashtra,Nashik,2025-05,97.0,14.0,45.0,206.0,1997.0,15830.0,34979.0
Uttar Pradesh,Moradabad,2025-07,2722.0,1295.0,34.0,1398.0,14732.0,10536.0,8850.0
Delhi,New Delhi,2025-06,212.0,100.0,51.0,44.0,321.0,208.0,258.0
Rajasthan,Chittorgarh,2025-07,835.0,701.0,40.0,172.0,883.0,7069.0,4612.0
Karnataka,yadgir,2025-12,77.0,16.0,0.0,92.0,674.0,146.0,664.0
Kerala,Kozhikode,2025-12,985.0,305.0,27.0,2173.0,23737.0,9513.0,11858.0
Kerala,Palakkad,2025-12,1318.0,212.0,24.0,880.0,14708.0,5875.0,10697.0
Madhya Pradesh,Alirajpur,2025-12,561.0,310.0,113.0,561.0,4014.0,2564.0,3274.0
Madhya Pradesh,Guna,2025-12,1379.0,292.0,19.0,741.0,6482.0,4505.0,5577.0
Madhya Pradesh,Hoshangabad,2025-12,921.0,104.0,0.0,492.0,2551.0,3781.0,5622.0
Madhya Pradesh,Niwari,2025-12,26.0,1.0,7.0,36.0,472.0,132.0,87.0
Maharashtra,Latur,2025-12,837.0,106.0,4.0,1337.0,18704.0,7915.0,12855.0
Odisha,Balangir,2025-12,896.0,151.0,1.0,1090.0,6055.0,5264.0,3389.0
Orissa,Ganjam,2025-12,70.0,5.0,0.0,129.0,1240.0,364.0,734.0
Rajasthan,Jhalawar,2025-12,797.0,398.0,3.0,1366.0,7949.0,5434.0,6623.0
Rajasthan,Kota,2025-12,1083.0,293.0,1.0,1482.0,12719.0,5196.0,6153.0
Rajasthan,Sirohi,2025-12,640.0,493.0,18.0,715.0,6057.0,5716.0,4606.0
Andaman & Nicobar Islands,Andamans,2025-12,19.0,1.0,0.0,2.0,299.0,90.0,232.0
Andhra Pradesh,Karimnagar,2025-12,65.0,12.0,0.0,232.0,2838.0,788.0,1607.0
Andhra Pradesh,Nandyal,2025-12,181.0,5.0,1.0,631.0,3161.0,840.0,505.0
Meghalaya,North Garo Hills,2025-12,9.0,33.0,146.0,23.0,367.0,62.0,20.0
Nagaland,Niuland,2025-12,1.0,0.0,0.0,5.0,62.0,26.0,7.0
Himachal Pradesh,Lahul and Spiti,2025-12,5.0,0.0,0.0,33.0,56.0,196.0,50.0
Jharkhand,Giridih,2025-12,1432.0,944.0,4.0,2611.0,16955.0,5881.0,4976.0
Jharkhand,Palamu,2025-12,1158.0,293.0,15.0,2204.0,14976.0,7353.0,5971.0
Karnataka,Chikkaballapur,2025-12,638.0,56.0,9.0,800.0,6435.0,2997.0,2691.0
Karnataka,Dakshina Kannada,2025-12,1317.0,83.0,2.0,1568.0,11369.0,5589.0,3343.0
Arunachal Pradesh,Upper Siang,2025-12,2.0,2.0,0.0,47.0,172.0,395.0,41.0
Assam,Goalpara,2025-12,531.0,124.0,90.0,910.0,8066.0,3241.0,2155.0
Assam,Kamrup,2025-12,872.0,204.0,44.0,874.0,11916.0,3406.0,1954.0
Assam,Kamrup Metro,2025-12,406.0,104.0,32.0,473.0,6641.0,1358.0,1459.0
Assam,Karbi Anglong,2025-12,267.0,178.0,43.0,500.0,4467.0,3742.0,3116.0
Assam,West Karbi Anglong,2025-12,11.0,5.0,34.0,49.0,299.0,232.0,457.0
Bihar,Lakhisarai,2025-12,401.0,394.0,2.0,1073.0,9332.0,2654.0,3661.0
Chhattisgarh,Kanker,2025-12,337.0,63.0,0.0,1178.0,9106.0,7365.0,4616.0
Chhattisgarh,Korba,2025-12,534.0,64.0,1.0,798.0,12093.0,6054.0,7065.0
Daman and Diu,Diu,2025-12,16.0,1.0,0.0,23.0,132.0,139.0,103.0
Delhi,Central Delhi,2025-12,339.0,67.0,8.0,496.0,5509.0,2638.0,2611.0
Gujarat,Chhotaudepur,2025-12,295.0,42.0,27.0,339.0,1719.0,1644.0,1399.0
Gujarat,Gandhinagar,2025-12,648.0,87.0,123.0,966.0,9262.0,3190.0,4299.0
Gujarat,Rajkot,2025-12,1398.0,184.0,26.0,1604.0,22940.0,8551.0,9302.0
Haryana,Gurgaon,2025-12,763.0,135.0,44.0,1884.0,16479.0,5584.0,3714.0
Himachal Pradesh,Bilaspur,2025-12,204.0,2.0,0.0,212.0,1392.0,1324.0,1260.0
Tamil Nadu,Karur,2025-12,586.0,70.0,2.0,833.0,5590.0,4181.0,3277.0
Tamil Nadu,Ramanathapuram,2025-12,576.0,59.0,10.0,1092.0,8040.0,7384.0,5689.0
Uttar Pradesh,Fatehpur,2025-12,883.0,514.0,6.0,1745.0,22170.0,7143.0,6405.0
Uttar Pradesh,Gonda,2025-12,1049.0,763.0,69.0,1901.0,25697.0,10901.0,6935.0
Uttar Pradesh,Hamirpur,2025-12,385.0,197.0,4.0,467.0,8417.0,3252.0,2437.0
Uttar Pradesh,Hapur,2025-12,622.0,294.0,5.0,1075.0,9629.0,4880.0,2527.0
Uttar Pradesh,Mainpuri,2025-12,707.0,643.0,25.0,1339.0,14591.0,5367.0,4435.0
Uttar Pradesh,Prayagraj,2025-12,165.0,97.0,5.0,710.0,7854.0,1238.0,935.0
Uttarakhand,Bageshwar,2025-12,96.0,13.0,1.0,181.0,1495.0,1690.0,1787.0
West Bengal,Purba Bardhaman,2025-12,347.0,65.0,86.0,401.0,3914.0,905.0,537.0
Telangana,Adilabad,2025-12,344.0,56.0,1.0,990.0,6016.0,6594.0,3601.0
Telangana,Jangaon,2025-12,9.0,1.0,0.0,19.0,151.0,38.0,15.0
Telangana,Mulugu,2025-12,102.0,24.0,0.0,338.0,2211.0,340.0,308.0
Telangana,Warangal Rural,2025-12,111.0,10.0,0.0,224.0,3297.0,685.0,282.0
Andaman and Nicobar Islands,Nicobar,2025-12,5.0,1.0,0.0,10.0,65.0,212.0,53.0
Andhra Pradesh,Mahabubnagar,2025-12,3.0,0.0,0.0,3.0,28.0,8.0,18.0
Andhra Pradesh,Visakhapatnam,2025-12,1740.0,63.0,7.0,3693.0,23909.0,16861.0,13639.0
Ladakh,Kargil,2025-11,100.0,28.0,3.0,82.0,276.0,153.0,57.0
Madhya Pradesh,Burhanpur,2025-11,615.0,138.0,17.0,367.0,1822.0,2961.0,3318.0
Madhya Pradesh,Damoh,2025-11,1381.0,225.0,32.0,570.0,5165.0,3065.0,3826.0
Madhya Pradesh,Vidisha,2025-11,1317.0,267.0,12.0,776.0,5062.0,5012.0,5316.0
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,35.0,20.0,10.0,68.0,771.0,39.0,113.0
Maharashtra,Nandurbar,2025-11,1229.0,272.0,35.0,428.0,9190.0,5605.0,17457.0
Maharashtra,Nashik,2025-11,3479.0,923.0,79.0,3060.0,94965.0,23229.0,59381.0
Andhra Pradesh,Hyderabad,2025-11,1083.0,284.0,0.0,1494.0,7440.0,3097.0,7432.0
Assam,Karimganj,2025-11,1476.0,728.0,15.0,1046.0,7881.0,3853.0,1132.0
Assam,Nalbari,2025-11,604.0,157.0,28.0,403.0,3166.0,3500.0,539.0
Bihar,Bhojpur,2025-11,797.0,2561.0,38.0,2165.0,19680.0,3286.0,4664.0
Bihar,Darbhanga,2025-11,2436.0,1433.0,14.0,2502.0,31530.0,6358.0,13614.0
Chhattisgarh,Balod,2025-11,432.0,21.0,3.0,769.0,7164.0,3484.0,4560.0
West Bengal,South Dinajpur,2025-11,77.0,17.0,0.0,21.0,2100.0,37.0,245.0
Tamil Nadu,Tirupattur,2025-11,245.0,37.0,2.0,299.0,1838.0,2290.0,235.0
Telangana,Suryapet,2025-11,424.0,60.0,1.0,1282.0,9770.0,1398.0,1152.0
Uttar Pradesh,Etah,2025-11,835.0,582.0,24.0,865.0,10217.0,6142.0,2658.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-11,17.0,6.0,0.0,5.0,182.0,4.0,48.0
Uttar Pradesh,Sambhal,2025-11,1133.0,875.0,25.0,1121.0,16462.0,8817.0,3431.0
Uttarakhand,Uttarkashi,2025-11,317.0,42.0,0.0,309.0,1598.0,2405.0,971.0
West Bengal,Kalimpong,2025-11,18.0,22.0,0.0,41.0,564.0,62.0,40.0
Jammu and Kashmir,Baramula,2025-11,750.0,147.0,42.0,587.0,4140.0,5260.0,2399.0
Jammu and Kashmir,Kupwara,2025-11,676.0,113.0,35.0,685.0,2910.0,2744.0,1759.0
Karnataka,Gulbarga,2025-11,960.0,208.0,1.0,519.0,4114.0,1947.0,4078.0
Karnataka,Uttara Kannada,2025-11,1018.0,75.0,19.0,543.0,4403.0,2149.0,1845.0
Arunachal Pradesh,Changlang,2025-11,66.0,45.0,7.0,144.0,702.0,1265.0,234.0
Assam,North Cachar Hills,2025-11,85.0,58.0,21.0,57.0,519.0,472.0,175.0
Chhattisgarh,Kabeerdham,2025-11,211.0,36.0,3.0,335.0,1988.0,2766.0,1680.0
Delhi,South East Delhi,2025-11,18.0,1.0,3.0,35.0,263.0,17.0,24.0
Gujarat,Banaskantha,2025-11,1803.0,685.0,139.0,1104.0,10327.0,4912.0,6131.0
Gujarat,Dohad,2025-11,382.0,219.0,0.0,59.0,1036.0,122.0,1293.0
Gujarat,Surat,2025-11,4025.0,1000.0,80.0,3845.0,37965.0,16936.0,13592.0
Meghalaya,East Garo Hills,2025-11,33.0,99.0,117.0,30.0,479.0,78.0,66.0
Meghalaya,Eastern West Khasi Hills,2025-11,1.0,45.0,0.0,4.0,58.0,0.0,2.0
Odisha,Cuttack,2025-11,759.0,195.0,4.0,959.0,5779.0,7220.0,4382.0
Odisha,Rayagada,2025-11,402.0,131.0,1.0,853.0,4579.0,3035.0,2283.0
Orissa,Bargarh,2025-11,8.0,0.0,0.0,6.0,160.0,49.0,86.0
Punjab,Fazilka,2025-11,344.0,51.0,1.0,221.0,3411.0,2285.0,1832.0
Punjab,Ferozepur,2025-11,327.0,19.0,3.0,182.0,2954.0,3279.0,1831.0
Punjab,Patiala,2025-11,703.0,100.0,2.0,395.0,7703.0,5184.0,4658.0
Rajasthan,Barmer,2025-11,2342.0,1158.0,41.0,1109.0,8568.0,8660.0,10895.0
Rajasthan,Hanumangarh,2025-11,706.0,222.0,19.0,768.0,6423.0,3243.0,5176.0
Rajasthan,Sawai Madhopur,2025-11,1057.0,438.0,41.0,804.0,6124.0,3983.0,4725.0
Uttar Pradesh,Etah,2025-10,479.0,332.0,4.0,716.0,6458.0,1989.0,1357.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-10,16.0,3.0,0.0,1.0,70.0,0.0,24.0
Uttar Pradesh,Sambhal,2025-10,781.0,539.0,12.0,754.0,8023.0,4459.0,1689.0
Meghalaya,East Garo Hills,2025-10,26.0,135.0,78.0,34.0,606.0,75.0,78.0
Odisha,Cuttack,2025-10,792.0,195.0,4.0,718.0,4067.0,5974.0,4196.0
Odisha,Rayagada,2025-10,399.0,135.0,0.0,761.0,3384.0,3120.0,1877.0
Orissa,Bargarh,2025-10,16.0,3.0,0.0,10.0,132.0,43.0,72.0
Orissa,Mayurbhanj,2025-10,4.0,0.0,0.0,2.0,11.0,2.0,11.0
Punjab,Fazilka,2025-10,281.0,48.0,1.0,135.0,2558.0,2574.0,1865.0
Punjab,Ferozepur,2025-10,227.0,30.0,0.0,149.0,2648.0,1546.0,1377.0
Punjab,Patiala,2025-10,602.0,95.0,23.0,259.0,5562.0,2939.0,3427.0
Punjab,Sangrur,2025-10,339.0,29.0,3.0,152.0,4483.0,3104.0,2481.0
Rajasthan,Barmer,2025-10,1430.0,705.0,4.0,591.0,4322.0,4653.0,4189.0
Rajasthan,Hanumangarh,2025-10,493.0,180.0,0.0,277.0,3292.0,1580.0,2189.0
Rajasthan,Sawai Madhopur,2025-10,612.0,326.0,26.0,306.0,2686.0,1885.0,1871.0
Karnataka,Gulbarga,2025-10,741.0,145.0,0.0,373.0,3310.0,1518.0,3487.0
