state,district,year_month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
Delhi,South East Delhi,2025-10,3,3,1,17,133,5,16
Delhi,South East Delhi,2025-11,18,1,3,35,263,17,24
Delhi,South East Delhi,2025-12,13,1,0,55,492,7,28
Delhi,South West Delhi,2025-04,558,209,58,4873,32293,13859,13828
Delhi,South West Delhi,2025-05,448,188,48,1480,10590,8454,10524
Delhi,South West Delhi,2025-06,202,90,29,842,6079,6755,8938
Delhi,South West Delhi,2025-07,468,207,29,3080,20026,8167,10831
Delhi,South West Delhi,2025-09,1772,505,64,1797,9962,6454,5396
Delhi,South West Delhi,2025-10,995,225,35,786,6428,2492,3126
Delhi,South West Delhi,2025-11,1363,329,62,1611,13320,4463,4591
Delhi,South West Delhi,2025-12,1145,192,34,1969,18300,7273,5902
Delhi,West Delhi,2025-03,146,87,75,4328,45156,8635,15644
Delhi,West Delhi,2025-04,1249,440,183,6499,41588,14572,21234
Delhi,West Delhi,2025-05,1411,493,172,887,7347,9666,15641
Delhi,West Delhi,2025-06,1582,587,245,3933,32356,7059,12066
Delhi,West Delhi,2025-07,3799,1364,189,4194,23893,9017,13682
Delhi,West Delhi,2025-09,2027,571,46,1398,10592,6682,7235
Delhi,West Delhi,2025-10,1028,254,23,801,7870,2626,3349
Delhi,West Delhi,2025-11,1562,393,57,1542,15475,4856,5754
Delhi,West Delhi,2025-12,1196,216,19,2121,21825,8051,7473
Goa,Bardez,2025-09,1,0,0,0,4,3,9
Goa,Bardez,2025-11,1,0,0,0,10,1,5
Goa,North Goa,2025-09,410,64,40,199,3157,1176,1587
Goa,North Goa,2025-10,216,23,6,187,2116,2159,1340
Goa,North Goa,2025-11,296,37,25,335,4011,3041,1943
Goa,North Goa,2025-12,166,12,17,339,4278,2775,1709
Goa,South Goa,2025-09,282,41,34,201,2706,1045,1077
Goa,South Goa,2025-10,159,24,4,143,1737,1381,787
Goa,South Goa,2025-11,256,31,20,311,3644,2284,1146
Goa,South Goa,2025-12,108,12,6,335,3811,2017,1112
Gujarat,Ahmadabad,2025-09,231,115,0,165,1804,148,2142
Gujarat,Ahmadabad,2025-10,91,36,0,48,817,42,640
Gujarat,Ahmadabad,2025-11,259,70,0,65,2153,109,2097
Gujarat,Ahmadabad,2025-12,125,31,0,42,2666,150,2700
Gujarat,Ahmedabad,2025-04,77,26,19,2269,19402,18247,27634
Gujarat,Ahmedabad,2025-05,756,347,97,2420,17864,26986,37810
Gujarat,Ahmedabad,2025-07,397,389,36,1283,10925,25468,40237
Gujarat,Ahmedabad,2025-09,3946,2033,72,3168,29192,13314,20099
Gujarat,Ahmedabad,2025-10,1587,744,77,1935,13117,3998,6087
Gujarat,Ahmedabad,2025-11,3702,1499,168,4309,33384,14289,19637
Gujarat,Ahmedabad,2025-12,2379,641,138,5877,47821,22088,23744
Gujarat,Amreli,2025-09,893,226,35,344,4610,2578,3380
Gujarat,Amreli,2025-10,291,39,41,181,1846,895,1086
Gujarat,Amreli,2025-11,778,88,40,405,4801,2521,3191
Gujarat,Amreli,2025-12,766,62,27,520,6818,3998,3584
Gujarat,Anand,2025-09,1545,249,29,581,6501,4434,5540
Gujarat,Anand,2025-10,555,65,82,339,2670,975,1529
Gujarat,Anand,2025-11,1315,131,75,667,6407,3416,4651
Gujarat,Anand,2025-12,1004,82,126,935,8632,6351,6114
Gujarat,Arvalli,2025-09,490,98,4,264,1245,1823,1038
Gujarat,Arvalli,2025-10,152,18,12,116,532,294,298
Gujarat,Arvalli,2025-11,308,47,25,272,1154,1041,827
Gujarat,Arvalli,2025-12,382,24,24,418,2004,2782,1400
Gujarat,Banas Kantha,2025-09,45,18,0,12,99,12,87
Gujarat,Banas Kantha,2025-10,21,6,0,14,38,7,39
Gujarat,Banas Kantha,2025-11,49,8,0,3,122,11,107
Gujarat,Banas Kantha,2025-12,25,2,0,4,181,16,157
Gujarat,Banaskantha,2025-05,1146,724,178,931,4927,7142,8480
Gujarat,Banaskantha,2025-09,2546,2150,91,1338,11032,7546,8342
Gujarat,Banaskantha,2025-10,739,378,151,608,4664,1808,2175
Gujarat,Banaskantha,2025-11,1803,685,139,1104,10327,4912,6131
Gujarat,Banaskantha,2025-12,2025,486,75,1812,16737,13002,10863
Gujarat,Bharuch,2025-05,303,69,23,454,3262,5135,5066
Gujarat,Bharuch,2025-09,1178,121,8,645,5442,3425,3264
Gujarat,Bharuch,2025-10,447,61,9,371,2724,1051,1057
Gujarat,Bharuch,2025-11,894,117,21,975,6294,3452,3136
Gujarat,Bharuch,2025-12,785,90,14,1353,8503,5790,4050
Gujarat,Bhavnagar,2025-09,2316,430,89,845,8703,5059,6457
Gujarat,Bhavnagar,2025-10,694,89,87,485,3762,1374,2002
Gujarat,Bhavnagar,2025-11,1846,213,73,1202,9219,5207,5658
Gujarat,Bhavnagar,2025-12,1194,99,33,1400,13484,7087,7239
Gujarat,Botad,2025-09,370,78,8,226,1171,814,536
Gujarat,Botad,2025-10,71,15,21,114,562,246,180
Gujarat,Botad,2025-11,300,37,50,199,1010,725,443
Gujarat,Botad,2025-12,181,13,17,203,1408,1163,518
Gujarat,Chhotaudepur,2025-09,278,128,18,346,1632,1568,1495
Gujarat,Chhotaudepur,2025-10,92,35,37,138,608,401,386
Gujarat,Chhotaudepur,2025-11,269,66,119,294,1322,1023,920
Gujarat,Chhotaudepur,2025-12,295,42,27,339,1719,1644,1399
Gujarat,Dahod,2025-09,1358,1182,36,777,5453,6174,5567
Gujarat,Dahod,2025-10,464,225,82,343,2621,1134,1590
Gujarat,Dahod,2025-11,1297,762,63,730,5542,3717,4769
Gujarat,Dahod,2025-12,657,223,9,875,5866,5708,6313
Gujarat,Devbhumi Dwarka,2025-09,477,98,17,181,1233,1236,773
Gujarat,Devbhumi Dwarka,2025-10,135,22,44,59,497,324,203
Gujarat,Devbhumi Dwarka,2025-11,274,42,22,197,1013,943,384
Gujarat,Devbhumi Dwarka,2025-12,247,27,8,231,1497,3562,703
Gujarat,Dohad,2025-03,32,37,41,42,920,192,1688
Gujarat,Dohad,2025-09,414,277,0,90,1010,225,1359
Gujarat,Dohad,2025-10,151,57,0,58,539,56,413
Gujarat,Dohad,2025-11,382,219,0,59,1036,122,1293
Gujarat,Dohad,2025-12,160,44,0,66,1392,153,1652
Gujarat,Gandhinagar,2025-04,495,138,156,512,4636,3978,5229
Gujarat,Gandhinagar,2025-05,251,28,16,630,4952,5323,6353
Gujarat,Gandhinagar,2025-06,204,67,41,538,4076,5724,6342
Gujarat,Gandhinagar,2025-07,322,96,129,824,7150,6010,7241
Gujarat,Gandhinagar,2025-09,941,184,46,673,6238,2555,3614
Gujarat,Gandhinagar,2025-10,311,77,38,283,2442,565,897
Gujarat,Gandhinagar,2025-11,903,160,189,703,6550,2068,2998
Gujarat,Gandhinagar,2025-12,648,87,123,966,9262,3190,4299
Gujarat,Gir Somnath,2025-05,181,53,26,192,548,2737,1688
Gujarat,Gir Somnath,2025-09,675,184,22,247,1738,1564,1065
Gujarat,Gir Somnath,2025-10,252,49,53,189,939,635,385
Gujarat,Gir Somnath,2025-11,582,104,19,361,1839,1801,826
Gujarat,Gir Somnath,2025-12,423,33,17,401,2488,5053,1209
Gujarat,Jamnagar,2025-05,410,77,67,129,1984,7695,6573
Gujarat,Jamnagar,2025-09,1253,242,25,698,7256,2925,3416
Gujarat,Jamnagar,2025-10,614,70,9,332,3173,1054,1182
Gujarat,Jamnagar,2025-11,973,117,78,669,6492,2911,2948
Gujarat,Jamnagar,2025-12,744,55,14,902,11051,5347,4458
Gujarat,Junagadh,2025-09,1725,246,18,590,5975,2334,5974
Gujarat,Junagadh,2025-10,565,72,7,279,2623,892,2000
Gujarat,Junagadh,2025-11,1309,161,51,554,6252,2566,5417
Gujarat,Junagadh,2025-12,1027,62,4,789,10025,6214,8110
Gujarat,Kachchh,2025-03,33,13,10,2113,10502,9380,6902
Gujarat,Kachchh,2025-04,587,242,78,818,4824,9160,7044
Gujarat,Kachchh,2025-05,59,79,12,126,703,10768,8013
Gujarat,Kachchh,2025-06,73,49,11,396,4006,10676,8032
Gujarat,Kachchh,2025-07,870,944,115,766,6658,9795,10118
Gujarat,Kachchh,2025-09,1221,530,45,694,7542,3459,4035
Gujarat,Kachchh,2025-10,617,156,41,416,3531,1557,1684
Gujarat,Kachchh,2025-11,1572,380,176,994,8644,4349,4369
Gujarat,Kachchh,2025-12,1144,212,33,1419,12637,8226,6394
Gujarat,Kheda,2025-09,1620,502,73,803,8619,4071,6805
Gujarat,Kheda,2025-10,604,97,79,411,3172,1034,2120
Gujarat,Kheda,2025-11,1758,219,103,655,7450,2839,5461
Gujarat,Kheda,2025-12,886,108,41,1006,10267,5642,6987
Gujarat,Mahesana,2025-04,433,55,65,310,1636,3672,5662
Gujarat,Mahesana,2025-05,178,26,13,190,1532,5382,7238
Gujarat,Mahesana,2025-09,1232,255,23,864,6772,3641,5251
Gujarat,Mahesana,2025-10,438,63,48,310,2681,898,1571
Gujarat,Mahesana,2025-11,1314,161,16,762,6878,2669,4504
Gujarat,Mahesana,2025-12,873,79,61,1178,9095,5338,6324
Gujarat,Mahisagar,2025-09,547,83,19,184,1296,1539,1420
Gujarat,Mahisagar,2025-10,187,30,22,69,624,495,407
Gujarat,Mahisagar,2025-11,405,51,12,172,1251,1315,903
Gujarat,Mahisagar,2025-12,312,22,10,255,1708,2660,1504
Gujarat,Morbi,2025-03,36,12,23,552,2353,2220,1289
Gujarat,Morbi,2025-04,818,178,175,352,2174,2887,1336
Gujarat,Morbi,2025-05,389,88,46,72,424,3969,1670
Gujarat,Morbi,2025-07,1789,825,215,868,4646,3536,1730
Gujarat,Morbi,2025-09,638,141,49,204,1799,1380,914
Gujarat,Morbi,2025-10,276,46,63,192,1009,566,285
Gujarat,Morbi,2025-11,499,88,37,357,1845,1502,744
Gujarat,Morbi,2025-12,326,59,19,447,2505,2058,932
Gujarat,Narmada,2025-09,470,35,1,363,1947,1259,2056
Gujarat,Narmada,2025-10,135,23,9,99,596,353,672
Gujarat,Narmada,2025-11,296,23,14,265,1492,894,1413
Gujarat,Narmada,2025-12,254,15,5,417,2420,1416,2283
Gujarat,Navsari,2025-09,736,59,6,585,3831,2402,1871
Gujarat,Navsari,2025-10,228,12,20,253,2142,934,768
Gujarat,Navsari,2025-11,733,33,8,658,4531,2388,2275
Gujarat,Navsari,2025-12,310,19,2,745,5703,3073,2238
Gujarat,Panch Mahals,2025-09,28,4,0,7,76,5,67
Gujarat,Panch Mahals,2025-10,6,0,0,2,51,2,40
Gujarat,Panch Mahals,2025-11,21,4,0,5,125,6,99
Gujarat,Panch Mahals,2025-12,14,2,0,1,150,9,99
Gujarat,Panchmahals,2025-09,1431,388,47,589,5648,4081,6951
Gujarat,Panchmahals,2025-10,629,125,9,231,2669,1260,2338
Gujarat,Panchmahals,2025-11,1152,263,18,593,5912,3540,5466
Gujarat,Panchmahals,2025-12,731,118,11,909,8351,7258,9308
Gujarat,Patan,2025-03,141,26,23,988,6330,3086,4716
Gujarat,Patan,2025-07,1741,1178,232,124,1009,7874,7411
Gujarat,Patan,2025-09,1184,396,71,497,5171,2703,4094
Gujarat,Patan,2025-10,317,77,39,248,2290,921,1043
Gujarat,Patan,2025-11,911,170,65,453,4590,2201,3021
Gujarat,Patan,2025-12,497,75,25,790,7069,5036,4161
Gujarat,Porbandar,2025-09,404,73,20,242,2455,958,1284
Gujarat,Porbandar,2025-10,149,22,21,133,1245,328,494
Gujarat,Porbandar,2025-11,290,41,20,308,2637,696,944
Gujarat,Porbandar,2025-12,237,12,9,289,3188,1234,1432
Gujarat,Rajkot,2025-04,1398,338,231,584,8057,8682,10776
Gujarat,Rajkot,2025-05,1375,312,221,1617,19736,13186,13774
Gujarat,Rajkot,2025-06,114,194,16,656,8650,13013,13217
Gujarat,Rajkot,2025-07,2567,1437,200,1052,11434,12900,14746
Gujarat,Rajkot,2025-09,2225,651,50,821,12975,5701,7224
Gujarat,Rajkot,2025-10,979,231,82,532,6207,2355,2777
Gujarat,Rajkot,2025-11,2363,385,93,1209,14919,6048,6646
Gujarat,Rajkot,2025-12,1398,184,26,1604,22940,8551,9302
Gujarat,Sabar Kantha,2025-09,45,14,0,11,135,21,133
Gujarat,Sabar Kantha,2025-10,16,4,0,11,84,7,60
Gujarat,Sabar Kantha,2025-11,43,6,0,8,160,18,159
Gujarat,Sabar Kantha,2025-12,28,4,0,11,223,13,206
Gujarat,Sabarkantha,2025-09,1205,560,82,788,7656,3471,5830
Gujarat,Sabarkantha,2025-10,400,102,36,333,2727,772,1491
Gujarat,Sabarkantha,2025-11,793,159,60,677,6717,1922,4114
Gujarat,Sabarkantha,2025-12,726,114,40,1032,10538,3937,7046
Gujarat,Surat,2025-04,2932,976,280,2286,23666,17298,20133
Gujarat,Surat,2025-05,1396,542,48,6338,53072,20703,21712
Gujarat,Surat,2025-07,2694,1581,81,3862,34016,19993,20692
Gujarat,Surat,2025-09,3848,1392,39,3026,30609,9976,11391
Gujarat,Surat,2025-10,1371,441,68,1464,14611,5837,4929
Gujarat,Surat,2025-11,4025,1000,80,3845,37965,16936,13592
Gujarat,Surat,2025-12,2146,467,62,4911,51651,17455,13713
Gujarat,Surendra Nagar,2025-07,250,172,21,152,1187,7753,8870
Gujarat,Surendra Nagar,2025-09,1681,725,55,415,5720,3166,4752
Gujarat,Surendra Nagar,2025-10,564,172,63,218,2139,1039,1431
Gujarat,Surendra Nagar,2025-11,1079,289,62,496,5379,2496,3515
Gujarat,Surendra Nagar,2025-12,843,148,45,625,8111,4046,5027
Gujarat,Surendranagar,2025-09,42,6,0,8,175,12,150
Gujarat,Surendranagar,2025-10,14,2,0,0,97,11,32
Gujarat,Surendranagar,2025-11,31,8,0,6,252,13,110
Gujarat,Surendranagar,2025-12,26,3,0,5,370,10,189
Gujarat,Tapi,2025-09,918,116,7,426,1830,1696,2157
Gujarat,Tapi,2025-10,217,24,8,213,758,494,721
Gujarat,Tapi,2025-11,421,38,97,397,1636,1407,1645
Gujarat,Tapi,2025-12,232,15,26,494,2249,2980,2506
Gujarat,The Dangs,2025-05,174,49,38,412,638,2509,2393
Gujarat,The Dangs,2025-09,361,73,3,164,895,1088,1627
Gujarat,The Dangs,2025-10,135,21,10,96,683,277,422
Gujarat,The Dangs,2025-11,207,21,0,173,666,554,883
Gujarat,The Dangs,2025-12,106,9,1,148,822,1004,1117
Gujarat,Vadodara,2025-03,36,43,10,3492,27140,7894,17180
Gujarat,Vadodara,2025-07,507,217,60,236,2371,11765,22924
Gujarat,Vadodara,2025-09,2210,744,82,1753,14497,5858,10609
Gujarat,Vadodara,2025-10,1159,241,19,940,6531,2296,3505
Gujarat,Vadodara,2025-11,2560,512,111,1908,16151,7260,10872
Gujarat,Vadodara,2025-12,1554,243,36,2613,22395,10975,13619
Gujarat,Valsad,2025-04,618,186,100,168,464,4813,5971
Gujarat,Valsad,2025-05,277,101,20,911,4282,5074,5660
Gujarat,Valsad,2025-09,1455,373,13,1044,5195,4491,4024
Gujarat,Valsad,2025-10,499,100,14,453,2514,1374,1455
Gujarat,Valsad,2025-11,1324,279,34,1023,6106,3351,3690
Gujarat,Valsad,2025-12,1064,106,13,1223,7547,4721,4276
Haryana,Ambala,2025-06,245,23,13,508,3511,2526,4960
Haryana,Ambala,2025-09,699,40,1,427,3106,2342,3016
Haryana,Ambala,2025-10,614,22,8,238,2310,1404,2294
Haryana,Ambala,2025-11,974,30,7,563,4628,2554,4541
Haryana,Ambala,2025-12,531,7,4,627,5699,3052,4926
Haryana,Bhiwani,2025-09,937,55,2,495,2959,3391,3780
Haryana,Bhiwani,2025-10,715,34,7,329,3300,2455,3379
Haryana,Bhiwani,2025-11,963,34,7,629,4962,3728,4634
Haryana,Bhiwani,2025-12,706,29,0,760,6493,5387,6147
Haryana,Charkhi Dadri,2025-09,253,2,0,226,1065,228,436
Haryana,Charkhi Dadri,2025-10,146,6,0,160,1014,180,376
Haryana,Charkhi Dadri,2025-11,300,6,0,281,1608,398,491
Haryana,Charkhi Dadri,2025-12,140,5,0,312,2352,531,719
Haryana,Faridabad,2025-03,80,60,10,2675,21482,5798,8083
Haryana,Faridabad,2025-04,1291,290,25,3062,16457,6769,8256
Haryana,Faridabad,2025-05,1358,311,32,2984,17768,4394,6637
Haryana,Faridabad,2025-06,1698,483,83,2670,19819,4416,6988
Haryana,Faridabad,2025-07,2678,733,54,2311,15174,11039,9409
Haryana,Faridabad,2025-09,1712,486,34,1387,10680,5389,4741
Haryana,Faridabad,2025-10,1018,216,7,793,6845,4333,3252
Haryana,Faridabad,2025-11,1839,471,70,1858,14670,7965,5946
Haryana,Faridabad,2025-12,933,175,8,2014,17906,8873,6663
Haryana,Fatehabad,2025-09,572,35,5,424,2346,2659,2861
Haryana,Fatehabad,2025-10,648,20,2,280,2204,2793,3037
Haryana,Fatehabad,2025-11,768,24,2,431,3808,2830,3806
Haryana,Fatehabad,2025-12,522,13,1,471,5005,3368,4946
Haryana,Gurgaon,2025-04,494,192,36,2353,15690,4250,4638
Haryana,Gurgaon,2025-05,512,143,13,373,2468,3638,4559
Haryana,Gurgaon,2025-09,1395,311,53,1162,8304,3161,2586
Haryana,Gurgaon,2025-10,866,169,8,779,6584,2611,2172
Haryana,Gurgaon,2025-11,1387,297,43,1716,12913,4593,3333
Haryana,Gurgaon,2025-12,763,135,44,1884,16479,5584,3714
Haryana,Hisar,2025-06,350,46,10,392,3728,3731,7461
Haryana,Hisar,2025-09,1327,84,2,744,4671,4283,4205
Haryana,Hisar,2025-10,1096,56,1,500,4546,4066,4466
Haryana,Hisar,2025-11,1324,88,5,842,6834,6598,6205
Haryana,Hisar,2025-12,830,15,0,836,8508,6536,6606
Haryana,Jhajjar,2025-09,804,36,2,387,2528,2548,2228
Haryana,Jhajjar,2025-10,587,21,0,254,2445,1613,2253
Haryana,Jhajjar,2025-11,665,27,5,497,3598,2821,2856
Haryana,Jhajjar,2025-12,459,15,3,488,4908,3432,3507
Haryana,Jind,2025-09,1245,29,0,416,2785,3757,4641
Haryana,Jind,2025-10,847,21,0,281,2962,2424,3679
Haryana,Jind,2025-11,978,32,0,506,3885,3417,5362
Haryana,Jind,2025-12,659,10,0,611,5858,5459,6914
Haryana,Kaithal,2025-06,406,19,10,533,5141,2487,5543
Haryana,Kaithal,2025-09,790,20,0,548,2617,4231,3212
Haryana,Kaithal,2025-10,441,19,1,285,1987,2083,2389
Haryana,Kaithal,2025-11,760,17,1,553,3529,2843,3601
Haryana,Kaithal,2025-12,497,10,0,508,4336,3771,4896
Haryana,Karnal,2025-09,1285,66,1,516,2681,3568,5044
Haryana,Karnal,2025-10,781,35,0,436,2639,2148,3339
Haryana,Karnal,2025-11,943,45,4,859,4734,3732,6258
Haryana,Karnal,2025-12,852,33,3,858,5962,4497,6906
Haryana,Kurukshetra,2025-09,639,23,0,415,2309,2619,3630
Haryana,Kurukshetra,2025-10,499,15,0,231,1969,1193,2558
Haryana,Kurukshetra,2025-11,704,22,0,396,3347,2408,4603
Haryana,Kurukshetra,2025-12,401,8,0,460,3901,3016,5316
Haryana,Mahendragarh,2025-09,783,56,1,382,2235,2150,2337
Haryana,Mahendragarh,2025-10,517,30,0,226,1924,1391,2082
Haryana,Mahendragarh,2025-11,710,38,22,378,3202,2692,2889
Haryana,Mahendragarh,2025-12,565,31,1,531,4622,4000,3424
Haryana,Mewat,2025-05,1169,147,11,842,5780,3067,3114
Haryana,Mewat,2025-09,1281,117,3,641,5159,7747,3600
Haryana,Mewat,2025-10,1347,90,0,350,4626,4207,2053
Haryana,Mewat,2025-11,1739,116,3,557,7352,4722,3347
Haryana,Mewat,2025-12,1453,80,2,882,10242,6097,4961
Haryana,Palwal,2025-09,1117,125,2,610,5849,3644,3053
Haryana,Palwal,2025-10,864,61,1,417,4097,2336,1824
Haryana,Palwal,2025-11,1490,86,1,595,5778,3819,3118
Haryana,Palwal,2025-12,896,60,0,866,7930,5530,3598
Haryana,Panchkula,2025-09,308,31,0,388,2173,1391,1002
Haryana,Panchkula,2025-10,269,17,2,272,2045,1144,948
Haryana,Panchkula,2025-11,434,31,2,462,3543,1878,1714
Haryana,Panchkula,2025-12,276,13,1,594,4450,2242,1843
Haryana,Panipat,2025-07,1344,169,10,2228,12256,6233,7343
Haryana,Panipat,2025-09,1076,108,6,726,4474,2951,4045
Haryana,Panipat,2025-10,677,44,6,444,3216,2051,2954
Haryana,Panipat,2025-11,990,98,10,798,5489,3104,4804
Haryana,Panipat,2025-12,635,37,1,928,7780,4192,5812
Haryana,Rewari,2025-09,630,62,2,676,3417,2974,1755
Haryana,Rewari,2025-10,501,28,2,391,3439,1555,1833
Haryana,Rewari,2025-11,753,45,2,696,4518,2341,2227
Haryana,Rewari,2025-12,445,15,0,681,5548,3707,3117
Haryana,Rohtak,2025-06,420,56,52,326,1776,2529,6054
Haryana,Rohtak,2025-09,829,47,1,464,2114,2759,3657
Haryana,Rohtak,2025-10,580,28,1,247,1551,1661,2988
Haryana,Rohtak,2025-11,810,39,7,479,2638,2458,4122
Haryana,Rohtak,2025-12,522,21,0,743,4260,3473,5185
Haryana,Sirsa,2025-09,811,66,0,398,3670,3911,3541
Haryana,Sirsa,2025-10,684,45,0,326,3998,3470,3931
Haryana,Sirsa,2025-11,974,53,2,601,6320,3663,5688
Haryana,Sirsa,2025-12,666,34,0,647,8504,5156,7775
Haryana,Sonipat,2025-06,360,46,23,922,6678,3162,6040
Haryana,Sonipat,2025-09,1190,74,6,700,4593,3764,3382
Haryana,Sonipat,2025-10,795,43,4,432,3355,2505,3129
Haryana,Sonipat,2025-11,1241,74,3,870,5971,3544,4387
Haryana,Sonipat,2025-12,728,31,1,944,7276,4535,4841
Haryana,Yamuna Nagar,2025-09,959,46,2,604,3317,3144,4216
Haryana,Yamuna Nagar,2025-10,613,15,1,333,3100,2288,3065
Haryana,Yamuna Nagar,2025-11,1032,34,5,778,6354,3873,5701
Haryana,Yamuna Nagar,2025-12,674,15,0,798,7088,4903,7278
Haryana,Yamunanagar,2025-09,16,0,0,10,78,14,76
Haryana,Yamunanagar,2025-10,14,2,0,3,61,21,68
Haryana,Yamunanagar,2025-11,16,0,0,11,137,37,110
Haryana,Yamunanagar,2025-12,10,1,0,3,125,12,150
Himachal Pradesh,Bilaspur,2025-09,254,3,0,212,1518,611,1079
Himachal Pradesh,Bilaspur,2025-10,222,5,0,125,600,1526,605
Himachal Pradesh,Bilaspur,2025-11,305,4,0,170,917,1948,960
Himachal Pradesh,Bilaspur,2025-12,204,2,0,212,1392,1324,1260
Himachal Pradesh,Chamba,2025-09,360,23,1,390,4601,1447,994
Himachal Pradesh,Chamba,2025-10,355,13,2,288,1793,1559,756
Himachal Pradesh,Chamba,2025-11,579,18,3,738,2573,4669,1244
Himachal Pradesh,Chamba,2025-12,292,10,1,884,3205,2275,1879
Himachal Pradesh,Hamirpur,2025-09,271,4,0,202,1427,1118,1105
Himachal Pradesh,Hamirpur,2025-10,292,5,0,99,825,1425,798
Himachal Pradesh,Hamirpur,2025-11,389,5,0,220,1347,2187,1189
Himachal Pradesh,Hamirpur,2025-12,229,2,1,231,1734,1564,1426
Himachal Pradesh,Kangra,2025-09,1190,35,6,664,7574,3691,3657
Himachal Pradesh,Kangra,2025-10,901,15,4,429,3302,5603,2307
Himachal Pradesh,Kangra,2025-11,1165,20,8,733,5137,8761,3952
Himachal Pradesh,Kangra,2025-12,613,5,4,907,6609,7801,4898
Himachal Pradesh,Kinnaur,2025-09,38,13,0,37,304,140,125
Himachal Pradesh,Kinnaur,2025-10,26,0,1,27,129,319,131
Himachal Pradesh,Kinnaur,2025-11,42,4,4,43,221,556,191
Himachal Pradesh,Kinnaur,2025-12,31,4,0,34,374,231,220
Himachal Pradesh,Kullu,2025-09,178,20,11,139,2012,338,537
Himachal Pradesh,Kullu,2025-10,215,14,18,144,1053,1539,402
Himachal Pradesh,Kullu,2025-11,392,39,35,278,1829,2463,847
Himachal Pradesh,Kullu,2025-12,180,14,9,377,2066,1786,1027
Himachal Pradesh,Lahaul and Spiti,2025-10,1,0,0,0,5,3,6
Himachal Pradesh,Lahaul and Spiti,2025-12,2,0,0,8,23,6,18
Himachal Pradesh,Lahul & Spiti,2025-09,13,0,0,0,63,10,89
Himachal Pradesh,Lahul & Spiti,2025-10,6,1,0,0,55,20,93
Himachal Pradesh,Lahul & Spiti,2025-11,15,0,0,1,73,24,117
Himachal Pradesh,Lahul & Spiti,2025-12,2,1,0,5,80,41,125
Himachal Pradesh,Lahul and Spiti,2025-09,10,1,0,7,25,52,28
Himachal Pradesh,Lahul and Spiti,2025-10,6,0,0,11,27,77,27
Himachal Pradesh,Lahul and Spiti,2025-11,10,0,0,19,55,114,39
Himachal Pradesh,Lahul and Spiti,2025-12,5,0,0,33,56,196,50
Himachal Pradesh,Mandi,2025-09,669,17,3,314,3404,1565,3055
Himachal Pradesh,Mandi,2025-10,563,12,3,293,1590,4595,1907
Himachal Pradesh,Mandi,2025-11,745,10,5,440,2338,5565,2810
Himachal Pradesh,Mandi,2025-12,483,4,0,512,3312,3221,3618
Himachal Pradesh,Shimla,2025-09,374,69,1,285,3825,1365,1548
Himachal Pradesh,Shimla,2025-10,375,35,10,207,1430,3052,1093
Himachal Pradesh,Shimla,2025-11,495,36,7,425,2510,4431,1772
Himachal Pradesh,Shimla,2025-12,244,21,3,546,3328,2619,1744
Himachal Pradesh,Sirmaur,2025-09,480,30,2,285,2675,889,1226
Himachal Pradesh,Sirmaur,2025-10,289,13,2,185,1127,1328,593
Himachal Pradesh,Sirmaur,2025-11,498,11,2,336,1730,1995,1041
Himachal Pradesh,Sirmaur,2025-12,243,13,1,455,2488,1588,1313
Himachal Pradesh,Solan,2025-09,303,29,0,277,1944,929,1291
Himachal Pradesh,Solan,2025-10,246,16,2,147,883,2136,880
Himachal Pradesh,Solan,2025-11,372,12,1,238,1289,3054,1311
Himachal Pradesh,Solan,2025-12,184,8,3,347,2030,2387,1843
Himachal Pradesh,Una,2025-09,336,9,0,266,3029,1242,1616
Himachal Pradesh,Una,2025-10,327,4,0,120,933,2326,949
Himachal Pradesh,Una,2025-11,345,4,0,178,1246,2281,1289
Himachal Pradesh,Una,2025-12,218,4,0,302,1741,2310,1938
Jammu & Kashmir,Anantnag,2025-12,2,0,0,0,5,2,1
Jammu & Kashmir,Baramula,2025-09,16,1,0,3,18,4,15
Jammu & Kashmir,Baramula,2025-10,9,0,0,0,20,2,5
Jammu & Kashmir,Baramula,2025-11,9,2,0,2,29,9,14
Jammu & Kashmir,Baramula,2025-12,9,1,0,5,28,13,7
Jammu & Kashmir,Jammu,2025-09,15,4,0,3,40,7,51
Jammu & Kashmir,Jammu,2025-10,16,1,0,1,24,11,43
Jammu & Kashmir,Jammu,2025-11,16,4,0,2,53,6,49
Jammu & Kashmir,Jammu,2025-12,5,1,0,0,70,9,56
Jammu & Kashmir,Kargil,2025-09,1,0,0,0,4,0,1
Jammu & Kashmir,Kargil,2025-11,0,2,0,0,4,0,1
Jammu & Kashmir,Kathua,2025-09,2,0,0,0,13,4,0
Jammu & Kashmir,Kathua,2025-11,1,0,0,3,9,9,7
Jammu & Kashmir,Kathua,2025-12,5,0,0,0,20,6,8
Jammu & Kashmir,Kupwara,2025-10,3,0,0,0,1,0,1
Jammu & Kashmir,Kupwara,2025-11,4,0,0,0,1,0,1
Jammu & Kashmir,Leh (ladakh),2025-10,1,0,0,2,1,4,0
Jammu & Kashmir,Rajauri,2025-11,0,1,0,0,4,0,2
Jammu & Kashmir,Rajauri,2025-12,1,0,0,0,10,0,5
Jammu & Kashmir,Srinagar,2025-09,0,1,0,0,4,0,1
