state,district,date,month_date,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,enrolments,total_demo_updates,total_bio_updates,total_enrolment_prev_1,total_demo_updates_prev_1,total_bio_updates_prev_1,enrolment_diff_1,demo_updates_diff_1,bio_updates_diff_1,year,month,target_enrolment_next_month,lag_1,lag_2,lag_3,lag_6,lag_12,roll_3m_mean,roll_3m_median,roll_3m_std,roll_6m_mean,roll_6m_median,roll_6m_std,has_full_history
Gujarat,Navsari,2025-11,2025-11-01,733.0,33.0,8.0,658.0,4531.0,2388.0,2275.0,774.0,5189.0,4663.0,260.0,2395.0,1702.0,514.0,2794.0,2961.0,2025,11,331.0,260.0,,,,,260.0,260.0,,260.0,260.0,,True
Gujarat,Panch Mahals,2025-10,2025-10-01,6.0,0.0,0.0,2.0,51.0,2.0,40.0,6.0,53.0,42.0,32.0,83.0,72.0,-26.0,-30.0,-30.0,2025,10,25.0,,,,,,,,,,,,False
Gujarat,Panch Mahals,2025-11,2025-11-01,21.0,4.0,0.0,5.0,125.0,6.0,99.0,25.0,130.0,105.0,6.0,53.0,42.0,19.0,77.0,63.0,2025,11,16.0,6.0,,,,,6.0,6.0,,6.0,6.0,,True
Gujarat,Panchmahals,2025-10,2025-10-01,629.0,125.0,9.0,231.0,2669.0,1260.0,2338.0,763.0,2900.0,3598.0,1866.0,6237.0,11032.0,-1103.0,-3337.0,-7434.0,2025,10,1433.0,,,,,,,,,,,,False
Gujarat,Panchmahals,2025-11,2025-11-01,1152.0,263.0,18.0,593.0,5912.0,3540.0,5466.0,1433.0,6505.0,9006.0,763.0,2900.0,3598.0,670.0,3605.0,5408.0,2025,11,860.0,763.0,,,,,763.0,763.0,,763.0,763.0,,True
Gujarat,Patan,2025-07,2025-07-01,1741.0,1178.0,232.0,124.0,1009.0,7874.0,7411.0,3151.0,1133.0,15285.0,190.0,7318.0,7802.0,2961.0,-6185.0,7483.0,2025,7,1651.0,,,,,,,,,,,,False
Gujarat,Patan,2025-09,2025-09-01,1184.0,396.0,71.0,497.0,5171.0,2703.0,4094.0,1651.0,5668.0,6797.0,3151.0,1133.0,15285.0,-1500.0,4535.0,-8488.0,2025,9,433.0,3151.0,,,,,3151.0,3151.0,,3151.0,3151.0,,True
Gujarat,Patan,2025-10,2025-10-01,317.0,77.0,39.0,248.0,2290.0,921.0,1043.0,433.0,2538.0,1964.0,1651.0,5668.0,6797.0,-1218.0,-3130.0,-4833.0,2025,10,1146.0,1651.0,3151.0,,,,2401.0,2401.0,1060.6601717798212,2401.0,2401.0,1060.6601717798212,True
Gujarat,Patan,2025-11,2025-11-01,911.0,170.0,65.0,453.0,4590.0,2201.0,3021.0,1146.0,5043.0,5222.0,433.0,2538.0,1964.0,713.0,2505.0,3258.0,2025,11,597.0,433.0,1651.0,3151.0,,,1745.0,1651.0,1361.4360065754101,1745.0,1651.0,1361.4360065754101,True
Gujarat,Porbandar,2025-10,2025-10-01,149.0,22.0,21.0,133.0,1245.0,328.0,494.0,192.0,1378.0,822.0,497.0,2697.0,2242.0,-305.0,-1319.0,-1420.0,2025,10,351.0,,,,,,,,,,,,False
Gujarat,Porbandar,2025-11,2025-11-01,290.0,41.0,20.0,308.0,2637.0,696.0,944.0,351.0,2945.0,1640.0,192.0,1378.0,822.0,159.0,1567.0,818.0,2025,11,258.0,192.0,,,,,192.0,192.0,,192.0,192.0,,True
Gujarat,Rajkot,2025-05,2025-05-01,1375.0,312.0,221.0,1617.0,19736.0,13186.0,13774.0,1908.0,21353.0,26960.0,1967.0,8641.0,19458.0,-59.0,12712.0,7502.0,2025,5,324.0,,,,,,,,,,,,False
Gujarat,Rajkot,2025-06,2025-06-01,114.0,194.0,16.0,656.0,8650.0,13013.0,13217.0,324.0,9306.0,26230.0,1908.0,21353.0,26960.0,-1584.0,-12047.0,-730.0,2025,6,4204.0,1908.0,,,,,1908.0,1908.0,,1908.0,1908.0,,True
Gujarat,Rajkot,2025-07,2025-07-01,2567.0,1437.0,200.0,1052.0,11434.0,12900.0,14746.0,4204.0,12486.0,27646.0,324.0,9306.0,26230.0,3880.0,3180.0,1416.0,2025,7,2926.0,324.0,1908.0,,,,1116.0,1116.0,1120.0571413994912,1116.0,1116.0,1120.0571413994912,True
Gujarat,Rajkot,2025-09,2025-09-01,2225.0,651.0,50.0,821.0,12975.0,5701.0,7224.0,2926.0,13796.0,12925.0,4204.0,12486.0,27646.0,-1278.0,1310.0,-14721.0,2025,9,1292.0,4204.0,324.0,1908.0,,,2145.3333333333335,1908.0,1950.8575891984874,2145.3333333333335,1908.0,1950.8575891984874,True
Gujarat,Rajkot,2025-10,2025-10-01,979.0,231.0,82.0,532.0,6207.0,2355.0,2777.0,1292.0,6739.0,5132.0,2926.0,13796.0,12925.0,-1634.0,-7057.0,-7793.0,2025,10,2841.0,2926.0,4204.0,324.0,,,2484.6666666666665,2926.0,1977.2914133564973,2340.5,2417.0,1639.9970528428805,True
Gujarat,Rajkot,2025-11,2025-11-01,2363.0,385.0,93.0,1209.0,14919.0,6048.0,6646.0,2841.0,16128.0,12694.0,1292.0,6739.0,5132.0,1549.0,9389.0,7562.0,2025,11,1608.0,1292.0,2926.0,4204.0,,,2807.3333333333335,2926.0,1459.6223255806053,2130.8,1908.0,1495.681516901242,True
Gujarat,Sabar Kantha,2025-10,2025-10-01,16.0,4.0,0.0,11.0,84.0,7.0,60.0,20.0,95.0,67.0,59.0,146.0,154.0,-39.0,-51.0,-87.0,2025,10,49.0,,,,,,,,,,,,False
Gujarat,Sabar Kantha,2025-11,2025-11-01,43.0,6.0,0.0,8.0,160.0,18.0,159.0,49.0,168.0,177.0,20.0,95.0,67.0,29.0,73.0,110.0,2025,11,32.0,20.0,,,,,20.0,20.0,,20.0,20.0,,True
Gujarat,Sabarkantha,2025-10,2025-10-01,400.0,102.0,36.0,333.0,2727.0,772.0,1491.0,538.0,3060.0,2263.0,1847.0,8444.0,9301.0,-1309.0,-5384.0,-7038.0,2025,10,1012.0,,,,,,,,,,,,False
Gujarat,Sabarkantha,2025-11,2025-11-01,793.0,159.0,60.0,677.0,6717.0,1922.0,4114.0,1012.0,7394.0,6036.0,538.0,3060.0,2263.0,474.0,4334.0,3773.0,2025,11,880.0,538.0,,,,,538.0,538.0,,538.0,538.0,,True
Gujarat,Surat,2025-05,2025-05-01,1396.0,542.0,48.0,6338.0,53072.0,20703.0,21712.0,1986.0,59410.0,42415.0,4188.0,25952.0,37431.0,-2202.0,33458.0,4984.0,2025,5,4356.0,,,,,,,,,,,,False
Gujarat,Surat,2025-07,2025-07-01,2694.0,1581.0,81.0,3862.0,34016.0,19993.0,20692.0,4356.0,37878.0,40685.0,1986.0,59410.0,42415.0,2370.0,-21532.0,-1730.0,2025,7,5279.0,1986.0,,,,,1986.0,1986.0,,1986.0,1986.0,,True
Gujarat,Surat,2025-09,2025-09-01,3848.0,1392.0,39.0,3026.0,30609.0,9976.0,11391.0,5279.0,33635.0,21367.0,4356.0,37878.0,40685.0,923.0,-4243.0,-19318.0,2025,9,1880.0,4356.0,1986.0,,,,3171.0,3171.0,1675.8430714121175,3171.0,3171.0,1675.8430714121175,True
Gujarat,Surat,2025-10,2025-10-01,1371.0,441.0,68.0,1464.0,14611.0,5837.0,4929.0,1880.0,16075.0,10766.0,5279.0,33635.0,21367.0,-3399.0,-17560.0,-10601.0,2025,10,5105.0,5279.0,4356.0,1986.0,,,3873.6666666666665,4356.0,1698.6601582816186,3873.6666666666665,4356.0,1698.6601582816186,True
Gujarat,Surat,2025-11,2025-11-01,4025.0,1000.0,80.0,3845.0,37965.0,16936.0,13592.0,5105.0,41810.0,30528.0,1880.0,16075.0,10766.0,3225.0,25735.0,19762.0,2025,11,2675.0,1880.0,5279.0,4356.0,,,3838.3333333333335,4356.0,1757.636007065551,3375.25,3171.0,1708.012758539389,True
Gujarat,Surendra Nagar,2025-09,2025-09-01,1681.0,725.0,55.0,415.0,5720.0,3166.0,4752.0,2461.0,6135.0,7918.0,443.0,1339.0,16623.0,2018.0,4796.0,-8705.0,2025,9,799.0,,,,,,,,,,,,False
Gujarat,Surendra Nagar,2025-10,2025-10-01,564.0,172.0,63.0,218.0,2139.0,1039.0,1431.0,799.0,2357.0,2470.0,2461.0,6135.0,7918.0,-1662.0,-3778.0,-5448.0,2025,10,1430.0,2461.0,,,,,2461.0,2461.0,,2461.0,2461.0,,True
Gujarat,Surendra Nagar,2025-11,2025-11-01,1079.0,289.0,62.0,496.0,5379.0,2496.0,3515.0,1430.0,5875.0,6011.0,799.0,2357.0,2470.0,631.0,3518.0,3541.0,2025,11,1036.0,799.0,2461.0,,,,1630.0,1630.0,1175.211470332042,1630.0,1630.0,1175.211470332042,True
Gujarat,Surendranagar,2025-10,2025-10-01,14.0,2.0,0.0,0.0,97.0,11.0,32.0,16.0,97.0,43.0,48.0,183.0,162.0,-32.0,-86.0,-119.0,2025,10,39.0,,,,,,,,,,,,False
Gujarat,Surendranagar,2025-11,2025-11-01,31.0,8.0,0.0,6.0,252.0,13.0,110.0,39.0,258.0,123.0,16.0,97.0,43.0,23.0,161.0,80.0,2025,11,29.0,16.0,,,,,16.0,16.0,,16.0,16.0,,True
Gujarat,Tapi,2025-10,2025-10-01,217.0,24.0,8.0,213.0,758.0,494.0,721.0,249.0,971.0,1215.0,1041.0,2256.0,3853.0,-792.0,-1285.0,-2638.0,2025,10,556.0,,,,,,,,,,,,False
Gujarat,Tapi,2025-11,2025-11-01,421.0,38.0,97.0,397.0,1636.0,1407.0,1645.0,556.0,2033.0,3052.0,249.0,971.0,1215.0,307.0,1062.0,1837.0,2025,11,273.0,249.0,,,,,249.0,249.0,,249.0,249.0,,True
Gujarat,The Dangs,2025-09,2025-09-01,361.0,73.0,3.0,164.0,895.0,1088.0,1627.0,437.0,1059.0,2715.0,261.0,1050.0,4902.0,176.0,9.0,-2187.0,2025,9,166.0,,,,,,,,,,,,False
Gujarat,The Dangs,2025-10,2025-10-01,135.0,21.0,10.0,96.0,683.0,277.0,422.0,166.0,779.0,699.0,437.0,1059.0,2715.0,-271.0,-280.0,-2016.0,2025,10,228.0,437.0,,,,,437.0,437.0,,437.0,437.0,,True
Gujarat,The Dangs,2025-11,2025-11-01,207.0,21.0,0.0,173.0,666.0,554.0,883.0,228.0,839.0,1437.0,166.0,779.0,699.0,62.0,60.0,738.0,2025,11,116.0,166.0,437.0,,,,301.5,301.5,191.6259377015544,301.5,301.5,191.6259377015544,True
Gujarat,Vadodara,2025-07,2025-07-01,507.0,217.0,60.0,236.0,2371.0,11765.0,22924.0,784.0,2607.0,34689.0,89.0,30632.0,25074.0,695.0,-28025.0,9615.0,2025,7,3036.0,,,,,,,,,,,,False
Gujarat,Vadodara,2025-09,2025-09-01,2210.0,744.0,82.0,1753.0,14497.0,5858.0,10609.0,3036.0,16250.0,16467.0,784.0,2607.0,34689.0,2252.0,13643.0,-18222.0,2025,9,1419.0,784.0,,,,,784.0,784.0,,784.0,784.0,,True
Gujarat,Vadodara,2025-10,2025-10-01,1159.0,241.0,19.0,940.0,6531.0,2296.0,3505.0,1419.0,7471.0,5801.0,3036.0,16250.0,16467.0,-1617.0,-8779.0,-10666.0,2025,10,3183.0,3036.0,784.0,,,,1910.0,1910.0,1592.404471232105,1910.0,1910.0,1592.404471232105,True
Gujarat,Vadodara,2025-11,2025-11-01,2560.0,512.0,111.0,1908.0,16151.0,7260.0,10872.0,3183.0,18059.0,18132.0,1419.0,7471.0,5801.0,1764.0,10588.0,12331.0,2025,11,1833.0,1419.0,3036.0,784.0,,,1746.3333333333333,1419.0,1161.1357945276397,1746.3333333333333,1419.0,1161.1357945276397,True
Gujarat,Valsad,2025-05,2025-05-01,277.0,101.0,20.0,911.0,4282.0,5074.0,5660.0,398.0,5193.0,10734.0,904.0,632.0,10784.0,-506.0,4561.0,-50.0,2025,5,1841.0,,,,,,,,,,,,False
Gujarat,Valsad,2025-09,2025-09-01,1455.0,373.0,13.0,1044.0,5195.0,4491.0,4024.0,1841.0,6239.0,8515.0,398.0,5193.0,10734.0,1443.0,1046.0,-2219.0,2025,9,613.0,398.0,,,,,398.0,398.0,,398.0,398.0,,True
Gujarat,Valsad,2025-10,2025-10-01,499.0,100.0,14.0,453.0,2514.0,1374.0,1455.0,613.0,2967.0,2829.0,1841.0,6239.0,8515.0,-1228.0,-3272.0,-5686.0,2025,10,1637.0,1841.0,398.0,,,,1119.5,1119.5,1020.3550852521881,1119.5,1119.5,1020.3550852521881,True
Gujarat,Valsad,2025-11,2025-11-01,1324.0,279.0,34.0,1023.0,6106.0,3351.0,3690.0,1637.0,7129.0,7041.0,613.0,2967.0,2829.0,1024.0,4162.0,4212.0,2025,11,1183.0,613.0,1841.0,398.0,,,950.6666666666666,613.0,778.509045119794,950.6666666666666,613.0,778.509045119794,True
Haryana,Ambala,2025-09,2025-09-01,699.0,40.0,1.0,427.0,3106.0,2342.0,3016.0,740.0,3533.0,5358.0,281.0,4019.0,7486.0,459.0,-486.0,-2128.0,2025,9,644.0,,,,,,,,,,,,False
Haryana,Ambala,2025-10,2025-10-01,614.0,22.0,8.0,238.0,2310.0,1404.0,2294.0,644.0,2548.0,3698.0,740.0,3533.0,5358.0,-96.0,-985.0,-1660.0,2025,10,1011.0,740.0,,,,,740.0,740.0,,740.0,740.0,,True
Haryana,Ambala,2025-11,2025-11-01,974.0,30.0,7.0,563.0,4628.0,2554.0,4541.0,1011.0,5191.0,7095.0,644.0,2548.0,3698.0,367.0,2643.0,3397.0,2025,11,542.0,644.0,740.0,,,,692.0,692.0,67.88225099390856,692.0,692.0,67.88225099390856,True
Haryana,Bhiwani,2025-10,2025-10-01,715.0,34.0,7.0,329.0,3300.0,2455.0,3379.0,756.0,3629.0,5834.0,994.0,3454.0,7171.0,-238.0,175.0,-1337.0,2025,10,1004.0,,,,,,,,,,,,False
Haryana,Bhiwani,2025-11,2025-11-01,963.0,34.0,7.0,629.0,4962.0,3728.0,4634.0,1004.0,5591.0,8362.0,756.0,3629.0,5834.0,248.0,1962.0,2528.0,2025,11,735.0,756.0,,,,,756.0,756.0,,756.0,756.0,,True
Haryana,Charkhi Dadri,2025-10,2025-10-01,146.0,6.0,0.0,160.0,1014.0,180.0,376.0,152.0,1174.0,556.0,255.0,1291.0,664.0,-103.0,-117.0,-108.0,2025,10,306.0,,,,,,,,,,,,False
Haryana,Charkhi Dadri,2025-11,2025-11-01,300.0,6.0,0.0,281.0,1608.0,398.0,491.0,306.0,1889.0,889.0,152.0,1174.0,556.0,154.0,715.0,333.0,2025,11,145.0,152.0,,,,,152.0,152.0,,152.0,152.0,,True
Haryana,Faridabad,2025-04,2025-04-01,1291.0,290.0,25.0,3062.0,16457.0,6769.0,8256.0,1606.0,19519.0,15025.0,150.0,24157.0,13881.0,1456.0,-4638.0,1144.0,2025,4,1701.0,,,,,,,,,,,,False
Haryana,Faridabad,2025-05,2025-05-01,1358.0,311.0,32.0,2984.0,17768.0,4394.0,6637.0,1701.0,20752.0,11031.0,1606.0,19519.0,15025.0,95.0,1233.0,-3994.0,2025,5,2264.0,1606.0,,,,,1606.0,1606.0,,1606.0,1606.0,,True
Haryana,Faridabad,2025-06,2025-06-01,1698.0,483.0,83.0,2670.0,19819.0,4416.0,6988.0,2264.0,22489.0,11404.0,1701.0,20752.0,11031.0,563.0,1737.0,373.0,2025,6,3465.0,1701.0,1606.0,,,,1653.5,1653.5,67.17514421272202,1653.5,1653.5,67.17514421272202,True
Haryana,Faridabad,2025-07,2025-07-01,2678.0,733.0,54.0,2311.0,15174.0,11039.0,9409.0,3465.0,17485.0,20448.0,2264.0,22489.0,11404.0,1201.0,-5004.0,9044.0,2025,7,2232.0,2264.0,1701.0,1606.0,,,1857.0,1701.0,355.65854411218635,1857.0,1701.0,355.65854411218635,True
Haryana,Faridabad,2025-09,2025-09-01,1712.0,486.0,34.0,1387.0,10680.0,5389.0,4741.0,2232.0,12067.0,10130.0,3465.0,17485.0,20448.0,-1233.0,-5418.0,-10318.0,2025,9,1241.0,3465.0,2264.0,1701.0,,,2476.6666666666665,2264.0,901.0240470338922,2259.0,1982.5,854.8360466584611,True
Haryana,Faridabad,2025-10,2025-10-01,1018.0,216.0,7.0,793.0,6845.0,4333.0,3252.0,1241.0,7638.0,7585.0,2232.0,12067.0,10130.0,-991.0,-4429.0,-2545.0,2025,10,2380.0,2232.0,3465.0,2264.0,,,2653.6666666666665,2264.0,702.8174253199287,2253.6,2232.0,740.4081982258166,True
Haryana,Faridabad,2025-11,2025-11-01,1839.0,471.0,70.0,1858.0,14670.0,7965.0,5946.0,2380.0,16528.0,13911.0,1241.0,7638.0,7585.0,1139.0,8890.0,6326.0,2025,11,1116.0,1241.0,2232.0,3465.0,1606.0,,2312.6666666666665,2232.0,1114.1922335635504,2084.8333333333335,1966.5,780.6769925306282,True
Haryana,Fatehabad,2025-10,2025-10-01,648.0,20.0,2.0,280.0,2204.0,2793.0,3037.0,670.0,2484.0,5830.0,612.0,2770.0,5520.0,58.0,-286.0,310.0,2025,10,794.0,,,,,,,,,,,,False
Haryana,Fatehabad,2025-11,2025-11-01,768.0,24.0,2.0,431.0,3808.0,2830.0,3806.0,794.0,4239.0,6636.0,670.0,2484.0,5830.0,124.0,1755.0,806.0,2025,11,536.0,670.0,,,,,670.0,670.0,,670.0,670.0,,True
Haryana,Gurgaon,2025-05,2025-05-01,512.0,143.0,13.0,373.0,2468.0,3638.0,4559.0,668.0,2841.0,8197.0,722.0,18043.0,8888.0,-54.0,-15202.0,-691.0,2025,5,1759.0,,,,,,,,,,,,False
Haryana,Gurgaon,2025-09,2025-09-01,1395.0,311.0,53.0,1162.0,8304.0,3161.0,2586.0,1759.0,9466.0,5747.0,668.0,2841.0,8197.0,1091.0,6625.0,-2450.0,2025,9,1043.0,668.0,,,,,668.0,668.0,,668.0,668.0,,True
Haryana,Gurgaon,2025-10,2025-10-01,866.0,169.0,8.0,779.0,6584.0,2611.0,2172.0,1043.0,7363.0,4783.0,1759.0,9466.0,5747.0,-716.0,-2103.0,-964.0,2025,10,1727.0,1759.0,668.0,,,,1213.5,1213.5,771.4534982745233,1213.5,1213.5,771.4534982745233,True
Haryana,Gurgaon,2025-11,2025-11-01,1387.0,297.0,43.0,1716.0,12913.0,4593.0,3333.0,1727.0,14629.0,7926.0,1043.0,7363.0,4783.0,684.0,7266.0,3143.0,2025,11,942.0,1043.0,1759.0,668.0,,,1156.6666666666667,1043.0,554.3106830409579,1156.6666666666667,1043.0,554.3106830409579,True
Haryana,Hisar,2025-09,2025-09-01,1327.0,84.0,2.0,744.0,4671.0,4283.0,4205.0,1413.0,5415.0,8488.0,406.0,4120.0,11192.0,1007.0,1295.0,-2704.0,2025,9,1153.0,,,,,,,,,,,,False
Haryana,Hisar,2025-10,2025-10-01,1096.0,56.0,1.0,500.0,4546.0,4066.0,4466.0,1153.0,5046.0,8532.0,1413.0,5415.0,8488.0,-260.0,-369.0,44.0,2025,10,1417.0,1413.0,,,,,1413.0,1413.0,,1413.0,1413.0,,True
Haryana,Hisar,2025-11,2025-11-01,1324.0,88.0,5.0,842.0,6834.0,6598.0,6205.0,1417.0,7676.0,12803.0,1153.0,5046.0,8532.0,264.0,2630.0,4271.0,2025,11,845.0,1153.0,1413.0,,,,1283.0,1283.0,183.84776310850236,1283.0,1283.0,183.84776310850236,True
Haryana,Jhajjar,2025-10,2025-10-01,587.0,21.0,0.0,254.0,2445.0,1613.0,2253.0,608.0,2699.0,3866.0,842.0,2915.0,4776.0,-234.0,-216.0,-910.0,2025,10,697.0,,,,,,,,,,,,False
Haryana,Jhajjar,2025-11,2025-11-01,665.0,27.0,5.0,497.0,3598.0,2821.0,2856.0,697.0,4095.0,5677.0,608.0,2699.0,3866.0,89.0,1396.0,1811.0,2025,11,477.0,608.0,,,,,608.0,608.0,,608.0,608.0,,True
Haryana,Jind,2025-10,2025-10-01,847.0,21.0,0.0,281.0,2962.0,2424.0,3679.0,868.0,3243.0,6103.0,1274.0,3201.0,8398.0,-406.0,42.0,-2295.0,2025,10,1010.0,,,,,,,,,,,,False
Haryana,Jind,2025-11,2025-11-01,978.0,32.0,0.0,506.0,3885.0,3417.0,5362.0,1010.0,4391.0,8779.0,868.0,3243.0,6103.0,142.0,1148.0,2676.0,2025,11,669.0,868.0,,,,,868.0,868.0,,868.0,868.0,,True
Haryana,Kaithal,2025-09,2025-09-01,790.0,20.0,0.0,548.0,2617.0,4231.0,3212.0,810.0,3165.0,7443.0,435.0,5674.0,8030.0,375.0,-2509.0,-587.0,2025,9,461.0,,,,,,,,,,,,False
Haryana,Kaithal,2025-10,2025-10-01,441.0,19.0,1.0,285.0,1987.0,2083.0,2389.0,461.0,2272.0,4472.0,810.0,3165.0,7443.0,-349.0,-893.0,-2971.0,2025,10,778.0,810.0,,,,,810.0,810.0,,810.0,810.0,,True
Haryana,Kaithal,2025-11,2025-11-01,760.0,17.0,1.0,553.0,3529.0,2843.0,3601.0,778.0,4082.0,6444.0,461.0,2272.0,4472.0,317.0,1810.0,1972.0,2025,11,507.0,461.0,810.0,,,,635.5,635.5,246.7802666341051,635.5,635.5,246.7802666341051,True
Haryana,Karnal,2025-10,2025-10-01,781.0,35.0,0.0,436.0,2639.0,2148.0,3339.0,816.0,3075.0,5487.0,1352.0,3197.0,8612.0,-536.0,-122.0,-3125.0,2025,10,992.0,,,,,,,,,,,,False
Haryana,Karnal,2025-11,2025-11-01,943.0,45.0,4.0,859.0,4734.0,3732.0,6258.0,992.0,5593.0,9990.0,816.0,3075.0,5487.0,176.0,2518.0,4503.0,2025,11,888.0,816.0,,,,,816.0,816.0,,816.0,816.0,,True
Haryana,Kurukshetra,2025-10,2025-10-01,499.0,15.0,0.0,231.0,1969.0,1193.0,2558.0,514.0,2200.0,3751.0,662.0,2724.0,6249.0,-148.0,-524.0,-2498.0,2025,10,726.0,,,,,,,,,,,,False
Haryana,Kurukshetra,2025-11,2025-11-01,704.0,22.0,0.0,396.0,3347.0,2408.0,4603.0,726.0,3743.0,7011.0,514.0,2200.0,3751.0,212.0,1543.0,3260.0,2025,11,409.0,514.0,,,,,514.0,514.0,,514.0,514.0,,True
Haryana,Mahendragarh,2025-10,2025-10-01,517.0,30.0,0.0,226.0,1924.0,1391.0,2082.0,547.0,2150.0,3473.0,840.0,2617.0,4487.0,-293.0,-467.0,-1014.0,2025,10,770.0,,,,,,,,,,,,False
Haryana,Mahendragarh,2025-11,2025-11-01,710.0,38.0,22.0,378.0,3202.0,2692.0,2889.0,770.0,3580.0,5581.0,547.0,2150.0,3473.0,223.0,1430.0,2108.0,2025,11,597.0,547.0,,,,,547.0,547.0,,547.0,547.0,,True
Haryana,Mewat,2025-09,2025-09-01,1281.0,117.0,3.0,641.0,5159.0,7747.0,3600.0,1401.0,5800.0,11347.0,1327.0,6622.0,6181.0,74.0,-822.0,5166.0,2025,9,1437.0,,,,,,,,,,,,False
Haryana,Mewat,2025-10,2025-10-01,1347.0,90.0,0.0,350.0,4626.0,4207.0,2053.0,1437.0,4976.0,6260.0,1401.0,5800.0,11347.0,36.0,-824.0,-5087.0,2025,10,1858.0,1401.0,,,,,1401.0,1401.0,,1401.0,1401.0,,True
Haryana,Mewat,2025-11,2025-11-01,1739.0,116.0,3.0,557.0,7352.0,4722.0,3347.0,1858.0,7909.0,8069.0,1437.0,4976.0,6260.0,421.0,2933.0,1809.0,2025,11,1535.0,1437.0,1401.0,,,,1419.0,1419.0,25.45584412271571,1419.0,1419.0,25.45584412271571,True
Haryana,Palwal,2025-10,2025-10-01,864.0,61.0,1.0,417.0,4097.0,2336.0,1824.0,926.0,4514.0,4160.0,1244.0,6459.0,6697.0,-318.0,-1945.0,-2537.0,2025,10,1577.0,,,,,,,,,,,,False
Haryana,Palwal,2025-11,2025-11-01,1490.0,86.0,1.0,595.0,5778.0,3819.0,3118.0,1577.0,6373.0,6937.0,926.0,4514.0,4160.0,651.0,1859.0,2777.0,2025,11,956.0,926.0,,,,,926.0,926.0,,926.0,926.0,,True
Haryana,Panchkula,2025-10,2025-10-01,269.0,17.0,2.0,272.0,2045.0,1144.0,948.0,288.0,2317.0,2092.0,339.0,2561.0,2393.0,-51.0,-244.0,-301.0,2025,10,467.0,,,,,,,,,,,,False
Haryana,Panchkula,2025-11,2025-11-01,434.0,31.0,2.0,462.0,3543.0,1878.0,1714.0,467.0,4005.0,3592.0,288.0,2317.0,2092.0,179.0,1688.0,1500.0,2025,11,290.0,288.0,,,,,288.0,288.0,,288.0,288.0,,True
Haryana,Panipat,2025-09,2025-09-01,1076.0,108.0,6.0,726.0,4474.0,2951.0,4045.0,1190.0,5200.0,6996.0,1523.0,14484.0,13576.0,-333.0,-9284.0,-6580.0,2025,9,727.0,,,,,,,,,,,,False
Haryana,Panipat,2025-10,2025-10-01,677.0,44.0,6.0,444.0,3216.0,2051.0,2954.0,727.0,3660.0,5005.0,1190.0,5200.0,6996.0,-463.0,-1540.0,-1991.0,2025,10,1098.0,1190.0,,,,,1190.0,1190.0,,1190.0,1190.0,,True
Haryana,Panipat,2025-11,2025-11-01,990.0,98.0,10.0,798.0,5489.0,3104.0,4804.0,1098.0,6287.0,7908.0,727.0,3660.0,5005.0,371.0,2627.0,2903.0,2025,11,673.0,727.0,1190.0,,,,958.5,958.5,327.3904396893715,958.5,958.5,327.3904396893715,True
Haryana,Rewari,2025-10,2025-10-01,501.0,28.0,2.0,391.0,3439.0,1555.0,1833.0,531.0,3830.0,3388.0,694.0,4093.0,4729.0,-163.0,-263.0,-1341.0,2025,10,800.0,,,,,,,,,,,,False
Haryana,Rewari,2025-11,2025-11-01,753.0,45.0,2.0,696.0,4518.0,2341.0,2227.0,800.0,5214.0,4568.0,531.0,3830.0,3388.0,269.0,1384.0,1180.0,2025,11,460.0,531.0,,,,,531.0,531.0,,531.0,531.0,,True
Haryana,Rohtak,2025-09,2025-09-01,829.0,47.0,1.0,464.0,2114.0,2759.0,3657.0,877.0,2578.0,6416.0,528.0,2102.0,8583.0,349.0,476.0,-2167.0,2025,9,609.0,,,,,,,,,,,,False
Haryana,Rohtak,2025-10,2025-10-01,580.0,28.0,1.0,247.0,1551.0,1661.0,2988.0,609.0,1798.0,4649.0,877.0,2578.0,6416.0,-268.0,-780.0,-1767.0,2025,10,856.0,877.0,,,,,877.0,877.0,,877.0,877.0,,True
Haryana,Rohtak,2025-11,2025-11-01,810.0,39.0,7.0,479.0,2638.0,2458.0,4122.0,856.0,3117.0,6580.0,609.0,1798.0,4649.0,247.0,1319.0,1931.0,2025,11,543.0,609.0,877.0,,,,743.0,743.0,189.50461735799473,743.0,743.0,189.50461735799473,True
Haryana,Sirsa,2025-10,2025-10-01,684.0,45.0,0.0,326.0,3998.0,3470.0,3931.0,729.0,4324.0,7401.0,877.0,4068.0,7452.0,-148.0,256.0,-51.0,2025,10,1029.0,,,,,,,,,,,,False
Haryana,Sirsa,2025-11,2025-11-01,974.0,53.0,2.0,601.0,6320.0,3663.0,5688.0,1029.0,6921.0,9351.0,729.0,4324.0,7401.0,300.0,2597.0,1950.0,2025,11,700.0,729.0,,,,,729.0,729.0,,729.0,729.0,,True
Haryana,Sonipat,2025-09,2025-09-01,1190.0,74.0,6.0,700.0,4593.0,3764.0,3382.0,1270.0,5293.0,7146.0,429.0,7600.0,9202.0,841.0,-2307.0,-2056.0,2025,9,842.0,,,,,,,,,,,,False
Haryana,Sonipat,2025-10,2025-10-01,795.0,43.0,4.0,432.0,3355.0,2505.0,3129.0,842.0,3787.0,5634.0,1270.0,5293.0,7146.0,-428.0,-1506.0,-1512.0,2025,10,1318.0,1270.0,,,,,1270.0,1270.0,,1270.0,1270.0,,True
